,DATE,TIME,BLOCK,PREDICTED GEN (MW)
469,2020-05-19,21:45,88,0.0
470,2020-05-19,22:00,89,0.0
471,2020-05-19,22:15,90,0.0
472,2020-05-19,22:30,91,0.0
473,2020-05-19,22:45,92,0.0
474,2020-05-19,23:00,93,0.0
475,2020-05-19,23:15,94,6.136755952380954e-06
476,2020-05-19,23:30,95,0.0
477,2020-05-19,23:45,96,0.0
478,2020-05-20,00:00,1,0.0
479,2020-05-20,00:15,2,0.0
480,2020-05-20,00:30,3,0.0
481,2020-05-20,00:45,4,0.0
482,2020-05-20,01:00,5,0.0
483,2020-05-20,01:15,6,0.0
484,2020-05-20,01:30,7,0.0
485,2020-05-20,01:45,8,0.0
486,2020-05-20,02:00,9,0.0
487,2020-05-20,02:15,10,0.0
488,2020-05-20,02:30,11,0.0
489,2020-05-20,02:45,12,0.0
490,2020-05-20,03:00,13,0.0
491,2020-05-20,03:15,14,0.0
492,2020-05-20,03:30,15,0.0
493,2020-05-20,03:45,16,0.0
494,2020-05-20,04:00,17,0.0
495,2020-05-20,04:15,18,0.0
496,2020-05-20,04:30,19,0.0
497,2020-05-20,04:45,20,0.0
498,2020-05-20,05:00,21,0.0
499,2020-05-20,05:15,22,0.0
500,2020-05-20,05:30,23,0.0
501,2020-05-20,05:45,24,0.0
502,2020-05-20,06:00,25,0.24177856922615032
503,2020-05-20,06:15,26,0.8628096398683055
504,2020-05-20,06:30,27,1.4162357896637605
505,2020-05-20,06:45,28,2.5528742860363858
506,2020-05-20,07:00,29,3.322510658686086
507,2020-05-20,07:15,30,5.022772440464789
508,2020-05-20,07:30,31,9.123604691663362
509,2020-05-20,07:45,32,10.384629433530069
510,2020-05-20,08:00,33,11.579933516131998
511,2020-05-20,08:15,34,11.981919285506056
512,2020-05-20,08:30,35,15.34900122540488
513,2020-05-20,08:45,36,15.334398629186712
514,2020-05-20,09:00,37,17.09316400741544
515,2020-05-20,09:15,38,19.847250056664173
516,2020-05-20,09:30,39,20.270924554061192
517,2020-05-20,09:45,40,20.689973140908172
518,2020-05-20,10:00,41,21.936116424128265
519,2020-05-20,10:15,42,24.82876776370248
520,2020-05-20,10:30,43,24.647719775008635
521,2020-05-20,10:45,44,25.318471665055743
522,2020-05-20,11:00,45,24.423002273081153
523,2020-05-20,11:15,46,25.374956083580674
524,2020-05-20,11:30,47,25.418613096972685
525,2020-05-20,11:45,48,24.569558496459386
526,2020-05-20,12:00,49,24.626710410982064
527,2020-05-20,12:15,50,25.484483441372824
528,2020-05-20,12:30,51,25.470505004406196
529,2020-05-20,12:45,52,25.478843831223806
530,2020-05-20,13:00,53,24.63327874393331
531,2020-05-20,13:15,54,24.44373227983693
532,2020-05-20,13:30,55,23.773712278836335
533,2020-05-20,13:45,56,23.0455880914217
534,2020-05-20,14:00,57,23.06279247439908
535,2020-05-20,14:15,58,22.2265924087194
536,2020-05-20,14:30,59,21.341708974747394
537,2020-05-20,14:45,60,20.530610094126217
538,2020-05-20,15:00,61,19.577200503652186
539,2020-05-20,15:15,62,17.27872038878122
540,2020-05-20,15:30,63,17.10890648275024
541,2020-05-20,15:45,64,15.9323637006721
542,2020-05-20,16:00,65,11.784075336231812
543,2020-05-20,16:15,66,9.144818009510322
544,2020-05-20,16:30,67,7.559220315120974
545,2020-05-20,16:45,68,7.511078371702287
546,2020-05-20,17:00,69,6.32322744662247
547,2020-05-20,17:15,70,5.7708406613058765
548,2020-05-20,17:30,71,4.855826744164835
549,2020-05-20,17:45,72,3.4699201268305364
550,2020-05-20,18:00,73,2.0734863953620035
551,2020-05-20,18:15,74,1.1660381453494808
552,2020-05-20,18:30,75,0.1969899088062192
553,2020-05-20,18:45,76,0.005790609428562291
554,2020-05-20,19:00,77,0.005790609428562291
555,2020-05-20,19:15,78,0.005790609428562291
556,2020-05-20,19:30,79,0.005790609428562291
557,2020-05-20,19:45,80,0.005790609428562291
558,2020-05-20,20:00,81,0.005790609428562291
559,2020-05-20,20:15,82,0.005790609428562291
560,2020-05-20,20:30,83,0.005790609428562291
561,2020-05-20,20:45,84,0.005278559828648443
562,2020-05-20,21:00,85,0.005289804620315109
563,2020-05-20,21:15,86,0.016138856387727746
564,2020-05-20,21:30,87,0.00710908644360756
565,2020-05-20,21:45,88,0.01465813642677346
566,2020-05-20,22:00,89,0.0016694278023889236
567,2020-05-20,22:15,90,0.0
568,2020-05-20,22:30,91,0.0
569,2020-05-20,22:45,92,1.1452380952380955e-05
570,2020-05-20,23:00,93,0.0
571,2020-05-20,23:15,94,0.0
572,2020-05-20,23:30,95,0.0
573,2020-05-20,23:45,96,0.0
574,2020-05-21,00:00,1,0.0
575,2020-05-21,00:15,2,0.0
576,2020-05-21,00:30,3,0.0
577,2020-05-21,00:45,4,0.0
578,2020-05-21,01:00,5,0.0
579,2020-05-21,01:15,6,0.0
580,2020-05-21,01:30,7,0.0
581,2020-05-21,01:45,8,0.0
582,2020-05-21,02:00,9,0.0
583,2020-05-21,02:15,10,4.8611510595885586e-05
584,2020-05-21,02:30,11,0.0
585,2020-05-21,02:45,12,0.0
586,2020-05-21,03:00,13,0.0
587,2020-05-21,03:15,14,0.0
588,2020-05-21,03:30,15,0.0
589,2020-05-21,03:45,16,0.0
590,2020-05-21,04:00,17,0.0
591,2020-05-21,04:15,18,0.0
592,2020-05-21,04:30,19,0.0
593,2020-05-21,04:45,20,0.0
594,2020-05-21,05:00,21,0.0
595,2020-05-21,05:15,22,0.0
596,2020-05-21,05:30,23,0.0
597,2020-05-21,05:45,24,0.0
598,2020-05-21,06:00,25,0.24309004110078947
599,2020-05-21,06:15,26,0.8628096398683055
600,2020-05-21,06:30,27,1.8311190126499641
601,2020-05-21,06:45,28,2.820818873549517
602,2020-05-21,07:00,29,4.118631953253293
603,2020-05-21,07:15,30,5.66753287032568
604,2020-05-21,07:30,31,8.604574278602422
605,2020-05-21,07:45,32,10.170964480536837
606,2020-05-21,08:00,33,10.454203994535133
607,2020-05-21,08:15,34,13.607408484945141
608,2020-05-21,08:30,35,15.313779400184238
609,2020-05-21,08:45,36,16.099204638688878
610,2020-05-21,09:00,37,17.060327592852286
611,2020-05-21,09:15,38,17.813013723260337
612,2020-05-21,09:30,39,19.78415747133395
613,2020-05-21,09:45,40,22.85965280505705
614,2020-05-21,10:00,41,22.972604358569633
615,2020-05-21,10:15,42,24.130208965941698
616,2020-05-21,10:30,43,24.52573489738352
617,2020-05-21,10:45,44,22.423570637851313
618,2020-05-21,11:00,45,24.13169637789465
